지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,적설(cm),3시간신적설(cm)
112,인천,2024-01-26 11:00,-1.8,,,,1.6,,230,,54,,2.9,-9.8,1022.2,,1031.1,,,
112,인천,2024-01-26 12:00,0.3,,,,1.4,,140,,47,,2.9,-9.7,1021,,1029.8,,,
112,인천,2024-01-26 13:00,2.2,,,,2.7,,200,,44,,3.1,-8.8,1020.4,,1029.1,,,
112,인천,2024-01-26 14:00,2.5,,,,2,,200,,46,,3.4,-7.9,1019.9,,1028.6,,,
112,인천,2024-01-26 15:00,2.4,,,,3,,200,,49,,3.6,-7.2,1020.2,,1028.9,,,
112,인천,2024-01-26 16:00,2.8,,,,2.2,,230,,52,,3.9,-6.1,1020,,1028.7,,,
112,인천,2024-01-26 17:00,1.6,,,,2.4,,200,,62,,4.2,-4.9,1020,,1028.7,,,
112,인천,2024-01-26 18:00,0.7,,,,2.8,,250,,71,,4.6,-3.9,1020.1,,1028.9,,,
112,인천,2024-01-26 19:00,0.4,,,,2.3,,270,,76,,4.8,-3.3,1020.4,,1029.2,,,
112,인천,2024-01-26 20:00,-0.1,,,,1.6,,270,,76,,4.6,-3.8,1020.2,,1029,,,
112,인천,2024-01-26 21:00,-0.3,,,,1.4,,270,,78,,4.7,-3.6,1020.2,,1029,,,
112,인천,2024-01-26 22:00,-0.4,,,,2,,250,,79,,4.7,-3.6,1020.4,,1029.2,,,
112,인천,2024-01-26 23:00,-0.5,,,,1.9,,250,,80,,4.7,-3.5,1020.2,,1029,,,
112,인천,2024-01-27 0:00,-0.5,,,,1.6,,250,,82,,4.8,-3.2,1020.1,,1028.9,,,
112,인천,2024-01-27 1:00,-0.6,,,,1.7,,290,,84,,4.9,-2.9,1019.8,,1028.6,,,
112,인천,2024-01-27 2:00,-1.5,,,,2.3,,320,,88,,4.8,-3.2,1019.9,,1028.8,,,
112,인천,2024-01-27 3:00,-2.1,,,,2.7,,340,,92,,4.8,-3.2,1019.8,,1028.7,,,
112,인천,2024-01-27 4:00,-2.8,,,,2.6,,20,,86,,4.3,-4.8,1019.5,,1028.4,,,
112,인천,2024-01-27 5:00,-3.3,,,,2.1,,320,,82,,3.9,-5.9,1019.6,,1028.5,,,
112,인천,2024-01-27 6:00,-3.1,,,,2.4,,320,,82,,4,-5.7,1019.5,,1028.4,,,
112,인천,2024-01-27 7:00,-3.5,,,,1.4,,290,,80,,3.8,-6.4,1020,,1028.9,,,
112,인천,2024-01-27 8:00,-3.8,,,,0.8,,20,,75,,3.5,-7.5,1020,,1028.9,,,
112,인천,2024-01-27 9:00,-3.1,,,,2.2,,20,,65,,3.2,-8.7,1020.4,,1029.3,,,
112,인천,2024-01-27 10:00,-1.5,,,,2.2,,20,,56,,3.1,-9.1,1020.7,,1029.6,,,
112,인천,2024-01-27 11:00,0,,,,0.8,,320,,53,,3.2,-8.4,1020.7,,1029.5,,,
112,인천,2024-01-27 12:00,1.3,,,,1.2,,290,,45,,3,-9.3,1019.9,,1028.7,,,
112,인천,2024-01-27 13:00,2.7,,,,2.9,,230,,42,,3.1,-8.9,1019.4,,1028.1,,,
112,인천,2024-01-27 14:00,3.6,,,,2.5,,250,,47,,3.7,-6.6,1018.6,,1027.3,,,
112,인천,2024-01-27 15:00,3.6,,,,2.5,,250,,48,,3.8,-6.4,1018.2,,1026.9,,,
112,인천,2024-01-27 16:00,3.1,,,,1.8,,290,,56,,4.3,-4.8,1018.2,,1026.9,,,
112,인천,2024-01-27 17:00,2,,,,2,,270,,61,,4.3,-4.7,1018,,1026.7,,,
112,인천,2024-01-27 18:00,0.9,,,,2.7,,270,,65,,4.2,-4.9,1018.1,,1026.9,,,
112,인천,2024-01-27 19:00,0.3,,,,1.7,,270,,70,,4.4,-4.5,1017.9,,1026.7,,,
112,인천,2024-01-27 20:00,0,,,,2.4,,270,,76,,4.6,-3.7,1017.7,,1026.5,,,
112,인천,2024-01-27 21:00,0,,,,2.9,,250,,80,,4.9,-3,1017.6,,1026.4,,,
112,인천,2024-01-27 22:00,-0.4,,,,2.1,,290,,74,,4.4,-4.4,1017.9,,1026.7,,,
112,인천,2024-01-27 23:00,-1.2,,,,2.8,,290,,61,,3.4,-7.7,1017.8,,1026.6,,,
112,인천,2024-01-28 0:00,-2.1,,,,2.5,,290,,73,,3.8,-6.2,1018.2,,1027.1,,,
112,인천,2024-01-28 1:00,-2.8,,,,2,,270,,76,,3.8,-6.4,1018.2,,1027.1,,,
112,인천,2024-01-28 2:00,-3.5,,,,2.4,,290,,77,,3.6,-6.9,1018.2,,1027.1,,,
112,인천,2024-01-28 3:00,-3.8,,,,2.2,,340,,76,,3.5,-7.4,1018.5,,1027.4,,,
112,인천,2024-01-28 4:00,-4.3,,,,1.8,,20,,72,,3.2,-8.5,1018.3,,1027.2,,,
112,인천,2024-01-28 5:00,-4.5,,,,2.2,,50,,63,,2.8,-10.4,1018.1,,1027,,,
112,인천,2024-01-28 6:00,-4.9,,,,0.4,,0,,63,,2.7,-10.8,1018.3,,1027.3,,,
112,인천,2024-01-28 7:00,-4.8,,,,1.4,,200,,68,,2.9,-9.8,1018.9,,1027.9,,,
112,인천,2024-01-28 8:00,-5,,,,0.6,,160,,68,,2.9,-10,1019.5,,1028.5,,,
112,인천,2024-01-28 9:00,-2.9,,,,0.6,,180,,67,,3.3,-8.1,1020,,1028.9,,,
112,인천,2024-01-28 10:00,-1.9,,,,0.7,,250,,65,,3.5,-7.6,1020.5,,1029.4,,,
112,인천,2024-01-28 11:00,-0.8,,,,1,,290,,61,,3.5,-7.3,1021,,1029.8,,,
112,인천,2024-01-28 12:00,-0.4,,,,0.7,,50,,56,,3.3,-8.1,1021,,1029.8,,,
112,인천,2024-01-28 13:00,1.4,,,,2.1,,230,,54,,3.6,-6.9,1020.6,,1029.4,,,
112,인천,2024-01-28 14:00,2.6,,,,1.9,,230,,55,,4.1,-5.5,1020,,1028.7,,,
112,인천,2024-01-28 15:00,1.3,,,,1.7,,50,,54,,3.6,-7,1019.9,,1028.7,,,
112,인천,2024-01-28 16:00,1.8,,,,1.8,,160,,54,,3.8,-6.5,1020.1,,1028.8,,,
112,인천,2024-01-28 17:00,0.8,,,,3.7,,270,,53,,3.4,-7.7,1020.7,,1029.5,,,
112,인천,2024-01-28 18:00,-0.4,,,,1.6,,270,,57,,3.4,-7.8,1021.1,,1029.9,,,
112,인천,2024-01-28 19:00,-1.1,,,,2.7,,250,,65,,3.7,-6.8,1021.7,,1030.6,,,
112,인천,2024-01-28 20:00,-1.4,,,,1.2,,290,,65,,3.6,-7.1,1021.7,,1030.6,,,
112,인천,2024-01-28 21:00,-1.7,,,,1.9,,270,,69,,3.7,-6.6,1022.1,,1031,,,
112,인천,2024-01-28 22:00,-1.7,,,,1.3,,270,,72,,3.9,-6,1022.3,,1031.2,,,
112,인천,2024-01-28 23:00,-1.9,,,,0.7,,250,,73,,3.9,-6.1,1022.2,,1031.1,,,
112,인천,2024-01-29 0:00,-2.3,,,,0,,0,,74,,3.8,-6.3,1022.2,,1031.1,,,
112,인천,2024-01-29 1:00,-2.4,,,,1.2,,230,,75,,3.8,-6.2,1022,,1030.9,,,
112,인천,2024-01-29 2:00,-2.6,,,,1.4,,180,,76,,3.8,-6.2,1021.9,,1030.8,,,
112,인천,2024-01-29 3:00,-2.8,,,,1.7,,200,,77,,3.8,-6.2,1022,,1030.9,,,
112,인천,2024-01-29 4:00,-2.9,,,,2.1,,230,,81,,4,-5.7,1022,,1030.9,,,
112,인천,2024-01-29 5:00,-2.9,,,,1.7,,230,,85,,4.2,-5,1022,,1030.9,,,
112,인천,2024-01-29 6:00,-3.3,,,,1.4,,200,,86,,4.1,-5.3,1022.5,,1031.4,,,
112,인천,2024-01-29 7:00,-3.6,,,,1.5,,20,,90,,4.2,-5,1022.7,,1031.7,,,
112,인천,2024-01-29 8:00,-3.9,,,,0.3,,0,,87,,4,-5.7,1023.4,,1032.4,,,
112,인천,2024-01-29 9:00,-2.2,,,,0.6,,140,,86,,4.5,-4.2,1023.3,,1032.2,,,
112,인천,2024-01-29 10:00,-0.6,,,,0.7,,180,,74,,4.3,-4.6,1023.5,,1032.3,,,
112,인천,2024-01-29 11:00,-0.1,,,,1.4,,270,,79,,4.8,-3.3,1023.9,,1032.7,,,
112,인천,2024-01-29 12:00,1.2,,,,1.1,,250,,61,,4.1,-5.5,1023.6,,1032.4,,,
112,인천,2024-01-29 13:00,2.4,,,,1.9,,290,,52,,3.8,-6.4,1022.9,,1031.6,,,
112,인천,2024-01-29 14:00,3,,,,2.7,,250,,51,,3.9,-6.1,1022.4,,1031.1,,,
112,인천,2024-01-29 15:00,3.1,,,,2.4,,290,,50,,3.8,-6.3,1022.1,,1030.8,,,
112,인천,2024-01-29 16:00,3.1,,,,2.4,,290,,49,,3.7,-6.6,1021.9,,1030.6,,,
112,인천,2024-01-29 17:00,2.5,,,,2.9,,250,,53,,3.9,-6.1,1022.3,,1031,,,
112,인천,2024-01-29 18:00,1.3,,,,1.8,,290,,58,,3.9,-6,1022.6,,1031.4,,,
112,인천,2024-01-29 19:00,0.3,,,,1.5,,320,,62,,3.9,-6.1,1022.6,,1031.4,,,
112,인천,2024-01-29 20:00,0,,,,2.7,,320,,69,,4.2,-5,1022.7,,1031.5,,,
112,인천,2024-01-29 21:00,-0.3,,,,1.5,,290,,73,,4.4,-4.5,1022.8,,1031.6,,,
112,인천,2024-01-29 22:00,-0.6,,,,1,,320,,73,,4.3,-4.8,1023.1,,1031.9,,,
112,인천,2024-01-29 23:00,-0.9,,,,2.1,,50,,71,,4.1,-5.5,1022.9,,1031.8,,,
112,인천,2024-01-30 0:00,-1.2,,,,1.4,,20,,72,,4,-5.6,1022.9,,1031.8,,,
112,인천,2024-01-30 1:00,-1,,,,0.7,,360,,73,,4.2,-5.2,1022.8,,1031.7,,,
112,인천,2024-01-30 2:00,-1,,,,0.8,,20,,75,,4.3,-4.8,1022.7,,1031.6,,,
112,인천,2024-01-30 3:00,-1.6,,,,0.8,,20,,77,,4.2,-5.1,1023.1,,1032,,,
112,인천,2024-01-30 4:00,-1.8,,,,2.3,,20,,79,,4.2,-4.9,1022.5,,1031.4,,,
112,인천,2024-01-30 5:00,-1.9,,,,2.1,,20,,80,,4.3,-4.8,1022.1,,1031,,,
112,인천,2024-01-30 6:00,-2.2,,,,0.7,,90,,80,,4.2,-5.1,1022.2,,1031.1,,,
112,인천,2024-01-30 7:00,-2.5,,,,0.7,,110,,81,,4.1,-5.3,1022.2,,1031.1,,,
112,인천,2024-01-30 8:00,-2.6,,,,1.3,,20,,84,,4.2,-4.9,1022.6,,1031.5,,,
112,인천,2024-01-30 9:00,-2,,,,1.1,,360,,82,,4.3,-4.6,1023,,1031.9,,,
112,인천,2024-01-30 10:00,-0.9,,,,1.1,,320,,80,,4.6,-3.9,1022.9,,1031.8,,,
112,인천,2024-01-30 11:00,0.1,,,,2,,320,,78,,4.8,-3.2,1022.6,,1031.4,,,
112,인천,2024-01-30 12:00,2.9,,,,1.9,,50,,51,,3.8,-6.2,1021.2,,1029.9,,,
112,인천,2024-01-30 13:00,4.6,,,,1.7,,90,,36,,3,-9.2,1020.5,,1029.1,,,
112,인천,2024-01-30 14:00,4.5,,,,2.8,,290,,39,,3.3,-8.2,1019.2,,1027.8,,,
112,인천,2024-01-30 15:00,5,,,,2.3,,290,,38,,3.3,-8.1,1018.4,,1027,,,
112,인천,2024-01-30 16:00,5.5,,,,2.6,,230,,40,,3.6,-7,1018.4,,1027,,,
112,인천,2024-01-30 17:00,5.3,,,,1.9,,230,,45,,4,-5.6,1018.4,,1027,,,
112,인천,2024-01-30 18:00,3.9,,,,1.2,,290,,50,,4.1,-5.5,1018.4,,1027,,,
112,인천,2024-01-30 19:00,2.7,,,,2.4,,340,,59,,4.4,-4.5,1018.5,,1027.2,,,
112,인천,2024-01-30 20:00,2.1,,,,1.6,,20,,56,,4,-5.7,1017.8,,1026.5,,,
112,인천,2024-01-30 21:00,1.6,,,,3.3,,340,,58,,4,-5.7,1018.6,,1027.3,,,
112,인천,2024-01-30 22:00,1.5,,,,1.7,,50,,56,,3.8,-6.3,1017.9,,1026.6,,,
112,인천,2024-01-30 23:00,2.1,,,,1.6,,90,,55,,3.9,-6,1017.5,,1026.2,,,
112,인천,2024-01-31 0:00,2.1,,,,1.3,,70,,54,,3.8,-6.2,1017.3,,1026,,,
112,인천,2024-01-31 1:00,0.9,,,,2,,290,,71,,4.6,-3.7,1017.4,,1026.2,,,
112,인천,2024-01-31 2:00,0.7,,,,2.4,,340,,67,,4.3,-4.7,1018,,1026.8,,,
112,인천,2024-01-31 3:00,1.4,,,,1.5,,90,,60,,4.1,-5.5,1017.3,,1026,,,
112,인천,2024-01-31 4:00,1.5,,,,0.7,,140,,58,,4,-5.8,1016.6,,1025.3,,,
112,인천,2024-01-31 5:00,0.9,,,,1.2,,50,,65,,4.2,-4.9,1016.4,,1025.1,,,
112,인천,2024-01-31 6:00,1.3,,,,1.7,,140,,66,,4.4,-4.3,1016.2,,1024.9,,,
112,인천,2024-01-31 7:00,1.7,,,,0.4,,0,,64,,4.4,-4.3,1016.7,,1025.4,,,
112,인천,2024-01-31 8:00,0.8,,,,2.8,,320,,72,,4.7,-3.6,1017.1,,1025.9,,,
112,인천,2024-01-31 9:00,1.8,,,,1.4,,360,,62,,4.3,-4.7,1017.3,,1026,,,
112,인천,2024-01-31 10:00,4,,,,0.6,,140,,53,,4.3,-4.7,1017.2,,1025.8,,,
112,인천,2024-01-31 11:00,4.7,,,,1.2,,270,,52,,4.4,-4.3,1017.3,,1025.9,,,
112,인천,2024-01-31 12:00,5.9,,,,1.5,,290,,42,,3.9,-6,1016.5,,1025.1,,,
112,인천,2024-01-31 13:00,6.9,,,,2.3,,320,,31,,3.1,-9.1,1015.6,,1024.1,,,
112,인천,2024-01-31 14:00,7.8,,,,2.9,,320,,29,,3.1,-9.1,1014.7,,1023.2,,,
112,인천,2024-01-31 15:00,8.3,,,,1.7,,320,,34,,3.7,-6.6,1014.5,,1023,,,
112,인천,2024-01-31 16:00,7.7,,,,2.5,,320,,38,,4,-5.7,1014.7,,1023.2,,,
112,인천,2024-01-31 17:00,6.5,,,,3.4,,320,,43,,4.2,-5.2,1014.6,,1023.1,,,
112,인천,2024-01-31 18:00,4.9,,,,5.7,,340,,56,,4.9,-3.1,1014.8,,1023.4,,,
112,인천,2024-01-31 19:00,3.6,,,,3.1,,320,,66,,5.2,-2.1,1015.5,,1024.1,,,
112,인천,2024-01-31 20:00,3.6,,,,2.7,,290,,68,,5.4,-1.7,1016,,1024.6,,,
112,인천,2024-01-31 21:00,3.6,,,,2.6,,290,,69,,5.5,-1.5,1015.8,,1024.4,,,
112,인천,2024-01-31 22:00,3,,,,2.6,,320,,72,,5.5,-1.5,1015.8,,1024.5,,,
112,인천,2024-01-31 23:00,2.3,,,,2.7,,340,,81,,5.8,-0.6,1015.6,,1024.3,,,
112,인천,2024-02-01 0:00,2.1,,,,2.3,,20,,79,,5.6,-1.1,1016,,1024.7,,,
112,인천,2024-02-01 1:00,1.3,,,,2.9,,340,,79,,5.3,-1.9,1016.4,,1025.1,,,
112,인천,2024-02-01 2:00,0.2,,,,4.6,,160,,80,,5,-2.8,1016.4,,1025.2,,,
112,인천,2024-02-01 3:00,-0.3,,,,3.1,,20,,80,,4.8,-3.3,1016.4,,1025.2,,,
112,인천,2024-02-01 4:00,-0.7,,,,2,,360,,80,,4.6,-3.7,1016.8,,1025.6,,,
112,인천,2024-02-01 5:00,-0.9,,,,3,,70,,81,,4.6,-3.7,1017,,1025.8,,,
112,인천,2024-02-01 6:00,-1.2,,,,3.7,,180,,79,,4.4,-4.3,1017.3,,1026.1,,,
112,인천,2024-02-01 7:00,-1.9,,,,4.8,,320,,79,,4.2,-5,1017.9,,1026.7,,,
112,인천,2024-02-01 8:00,-2.1,,,,3.3,,50,,77,,4.1,-5.5,1018.4,,1027.3,,,
112,인천,2024-02-01 9:00,-2,,,,4.3,,50,,75,,4,-5.8,1018.5,,1027.4,,,
112,인천,2024-02-01 10:00,-1.3,,,,2.6,,320,,69,,3.8,-6.2,1018.6,,1027.4,,,
112,인천,2024-02-01 11:00,-0.5,,,,2.1,,360,,66,,3.9,-6,1018.4,,1027.2,,,
112,인천,2024-02-01 12:00,1,,,,3.1,,320,,62,,4.1,-5.4,1017.5,,1026.2,,,
112,인천,2024-02-01 13:00,1.7,,,,4.1,,290,,62,,4.3,-4.8,1016.6,,1025.3,,,
112,인천,2024-02-01 14:00,3.1,,,,2.6,,270,,60,,4.6,-3.9,1015.8,,1024.5,,,
112,인천,2024-02-01 15:00,3.9,,,,3.2,,290,,60,,4.9,-3.1,1015.6,,1024.2,,,
112,인천,2024-02-01 16:00,4.3,,,,3.3,,290,,57,,4.8,-3.4,1016.4,,1025,,,
112,인천,2024-02-01 17:00,3.8,,,,3,,320,,58,,4.6,-3.7,1016.1,,1024.7,,,
112,인천,2024-02-01 18:00,2.7,,,,3.8,,320,,60,,4.4,-4.3,1017.1,,1025.8,,,
112,인천,2024-02-01 19:00,1.5,,,,2.6,,340,,66,,4.5,-4.1,1017.3,,1026,,,
112,인천,2024-02-01 20:00,1.3,,,,2.3,,320,,65,,4.4,-4.5,1017.2,,1025.9,,,
112,인천,2024-02-01 21:00,0.9,,,,2.6,,340,,60,,3.9,-6,1017.3,,1026.1,,,
112,인천,2024-02-01 22:00,0.7,,,,2.8,,340,,61,,3.9,-5.9,1017.6,,1026.4,,,
112,인천,2024-02-01 23:00,0.2,,,,2.7,,290,,68,,4.2,-5,1017.4,,1026.2,,,
112,인천,2024-02-02 0:00,0.1,,,,2,,320,,66,,4.1,-5.5,1017.5,,1026.3,,,
112,인천,2024-02-02 1:00,-0.1,,,,2.4,,290,,72,,4.4,-4.5,1017.5,,1026.3,,,
112,인천,2024-02-02 2:00,-0.3,,,,1.5,,320,,74,,4.4,-4.3,1017.3,,1026.1,,,
112,인천,2024-02-02 3:00,-0.6,,,,1.9,,320,,75,,4.4,-4.4,1017.2,,1026,,,
112,인천,2024-02-02 4:00,-0.8,,,,1.7,,320,,76,,4.4,-4.5,1017.3,,1026.1,,,
112,인천,2024-02-02 5:00,-1,,,,1.5,,320,,75,,4.3,-4.8,1017.3,,1026.1,,,
112,인천,2024-02-02 6:00,-0.9,,,,0.8,,270,,75,,4.3,-4.7,1017.5,,1026.3,,,
112,인천,2024-02-02 7:00,-1,,,,1.9,,250,,80,,4.5,-4,1018,,1026.8,,,
112,인천,2024-02-02 8:00,-1.1,,,,1.6,,250,,82,,4.6,-3.7,1018.8,,1027.6,,,
112,인천,2024-02-02 9:00,-0.6,,,,1.4,,180,,79,,4.6,-3.7,1018.8,,1027.6,,,
112,인천,2024-02-02 10:00,0.1,,,,1.2,,180,,75,,4.6,-3.8,1019.3,,1028.1,,,
112,인천,2024-02-02 11:00,1.6,,,,1.6,,180,,69,,4.8,-3.4,1018.7,,1027.4,,,
112,인천,2024-02-02 12:00,2.9,,,,3,,200,,64,,4.8,-3.2,1019.3,,1028,,,
112,인천,2024-02-02 13:00,2,,,,2.9,,230,,68,,4.8,-3.2,1019.1,,1027.8,,,
112,인천,2024-02-02 14:00,2.9,,,,3.2,,230,,66,,5,-2.8,1018.6,,1027.3,,,
112,인천,2024-02-02 15:00,3.2,,,,3.2,,250,,65,,5,-2.7,1018.9,,1027.6,,,
112,인천,2024-02-02 16:00,3,,,,2.2,,230,,62,,4.7,-3.5,1018.8,,1027.5,,,
112,인천,2024-02-02 17:00,2.6,,,,2.4,,200,,66,,4.9,-3.1,1019.5,,1028.2,,,
112,인천,2024-02-02 18:00,1.3,,,,1.8,,250,,71,,4.8,-3.3,1019.4,,1028.2,,,
112,인천,2024-02-02 19:00,0.9,,,,1.2,,290,,73,,4.8,-3.4,1020.3,,1029.1,,,
112,인천,2024-02-02 20:00,0.3,,,,2.3,,340,,76,,4.8,-3.4,1019.6,,1028.4,,,
112,인천,2024-02-02 21:00,0.1,,,,0.8,,340,,82,,5,-2.6,1019.6,,1028.4,,,
112,인천,2024-02-02 22:00,0,,,,2.4,,320,,81,,5,-2.8,1020.3,,1029.1,,,
112,인천,2024-02-02 23:00,-0.1,,,,2.1,,320,,86,,5.2,-2.1,1020.6,,1029.4,,,
112,인천,2024-02-03 0:00,-0.3,,,,2.6,,320,,87,,5.2,-2.2,1020.7,,1029.5,,,
112,인천,2024-02-03 1:00,-0.4,,,,2.3,,110,,83,,4.9,-2.9,1020.7,,1029.5,,,
112,인천,2024-02-03 2:00,-0.5,,,,2.6,,20,,83,,4.9,-3,1020.5,,1029.3,,,
112,인천,2024-02-03 3:00,-0.5,,,,2.5,,20,,83,,4.9,-3,1020.5,,1029.3,,,
112,인천,2024-02-03 4:00,-0.4,,,,2.5,,20,,81,,4.8,-3.2,1020.4,,1029.2,,,
112,인천,2024-02-03 5:00,-0.2,,,,1.4,,50,,80,,4.8,-3.2,1020.4,,1029.2,,,
112,인천,2024-02-03 6:00,0.6,,,,2.6,,70,,77,,4.9,-2.9,1020.1,,1028.9,,,
112,인천,2024-02-03 7:00,0.2,,,,2,,50,,77,,4.8,-3.3,1020.1,,1028.9,,,
112,인천,2024-02-03 8:00,0.7,,,,2.6,,50,,76,,4.9,-3,1020.1,,1028.9,,,
112,인천,2024-02-03 9:00,1.4,,,,2.2,,50,,72,,4.9,-3.1,1020.1,,1028.9,,,
112,인천,2024-02-03 10:00,3.1,,,,3.1,,70,,63,,4.8,-3.2,1020.5,,1029.2,,,
112,인천,2024-02-03 11:00,4.1,,,,3.3,,70,,61,,5,-2.7,1020.1,,1028.8,,,
112,인천,2024-02-03 12:00,5.3,,,,2.6,,70,,57,,5.1,-2.5,1019.4,,1028,,,
112,인천,2024-02-03 13:00,6.4,,,,2.1,,70,,55,,5.3,-2,1018.6,,1027.2,,,
112,인천,2024-02-03 14:00,7,,,,1.1,,320,,55,,5.5,-1.4,1018.1,,1026.6,,,
112,인천,2024-02-03 15:00,6.1,,,,2.9,,320,,57,,5.4,-1.7,1017.7,,1026.3,,,
112,인천,2024-02-03 16:00,5.8,,,9,2,,320,,59,,5.4,-1.6,1017.6,,1026.2,,,
112,인천,2024-02-03 17:00,5.7,,,9,2.4,,200,,65,,6,-0.3,1017.8,,1026.4,,,
112,인천,2024-02-03 18:00,5.3,,0,,0.9,,110,,69,,6.1,0,1017.5,,1026.1,,,
112,인천,2024-02-03 19:00,5.2,,,9,1,,290,,69,,6.1,0,1017.8,,1026.4,,,
112,인천,2024-02-03 20:00,5.1,,,9,1.2,,230,,69,,6.1,-0.1,1018.3,,1026.9,,,
112,인천,2024-02-03 21:00,4.3,,0,,2.6,,200,,72,,6,-0.3,1018.2,,1026.8,,,
112,인천,2024-02-03 22:00,3.8,,,9,2.6,,200,,78,,6.2,0.3,1018.4,,1027.1,,,
112,인천,2024-02-03 23:00,3.5,,,9,2.5,,200,,80,,6.2,0.3,1018.4,,1027.1,,,
112,인천,2024-02-04 0:00,3.4,,,9,1,,230,,79,,6.1,0,1018.2,,1026.9,,,
112,인천,2024-02-04 1:00,3.4,,,,1.4,,320,,82,,6.4,0.6,1017.9,,1026.6,,,
112,인천,2024-02-04 2:00,3,,,,2.5,,320,,83,,6.2,0.3,1017.9,,1026.6,,,
112,인천,2024-02-04 3:00,2.7,,,,2,,320,,77,,5.7,-0.9,1017.8,,1026.5,,,
112,인천,2024-02-04 4:00,2.4,,,,2.5,,290,,76,,5.5,-1.4,1017.4,,1026.1,,,
112,인천,2024-02-04 5:00,2.3,,,,2.5,,290,,76,,5.5,-1.5,1017.5,,1026.2,,,
112,인천,2024-02-04 6:00,1.7,,,,2.8,,50,,74,,5.1,-2.4,1017.4,,1026.1,,,
112,인천,2024-02-04 7:00,1.7,,,,2.4,,320,,75,,5.2,-2.2,1018,,1026.7,,,
112,인천,2024-02-04 8:00,1.7,,,,1.9,,340,,75,,5.2,-2.2,1018.4,,1027.1,,,
112,인천,2024-02-04 9:00,2.2,,,,2.3,,200,,74,,5.3,-1.9,1018.7,,1027.4,,,
112,인천,2024-02-04 10:00,2.9,,,,2.7,,360,,72,,5.4,-1.6,1018.9,,1027.6,,,
112,인천,2024-02-04 11:00,5,,,,1.9,,320,,66,,5.8,-0.8,1018.7,,1027.3,,,
112,인천,2024-02-04 12:00,6.3,,,,1.7,,270,,61,,5.8,-0.6,1018.2,,1026.8,,,
112,인천,2024-02-04 13:00,7.8,,,,2.5,,290,,57,,6,-0.2,1017.1,,1025.6,,,
112,인천,2024-02-04 14:00,8.9,,,,2.6,,290,,55,,6.2,0.3,1016.3,,1024.8,,,
112,인천,2024-02-04 15:00,8.9,,,,3.1,,290,,57,,6.5,0.8,1015.6,,1024.1,,,
112,인천,2024-02-04 16:00,8.1,,,,3.3,,290,,60,,6.4,0.7,1015.3,,1023.8,,,
112,인천,2024-02-04 17:00,7.1,,,,3.5,,290,,65,,6.5,0.9,1015.1,,1023.6,,,
112,인천,2024-02-04 18:00,7.4,,,,3.2,,110,,57,,5.9,-0.5,1015,,1023.5,,,
112,인천,2024-02-04 19:00,7.3,,,,2.2,,340,,55,,5.6,-1.1,1015,,1023.5,,,
112,인천,2024-02-04 20:00,6.8,,,,2.4,,360,,58,,5.7,-0.9,1015.1,,1023.6,,,
112,인천,2024-02-04 21:00,6.3,,,,2.9,,340,,61,,5.8,-0.6,1015.3,,1023.9,,,
112,인천,2024-02-04 22:00,6.2,,,,2.7,,70,,59,,5.6,-1.2,1015,,1023.6,,,
112,인천,2024-02-04 23:00,6,,,,1.9,,20,,61,,5.7,-0.9,1014.7,,1023.3,,,
112,인천,2024-02-05 0:00,6.9,,,,3.9,,70,,61,,6.1,-0.1,1013.7,,1022.2,,,
112,인천,2024-02-05 1:00,6.7,,,,5.3,,70,,57,,5.6,-1.2,1014.1,,1022.6,,,
112,인천,2024-02-05 2:00,5.1,,,9,4.7,,70,,74,,6.5,0.8,1013.9,,1022.5,,,
112,인천,2024-02-05 3:00,3.6,,0.9,,5.5,,70,,85,,6.7,1.3,1011.8,,1020.4,,,
112,인천,2024-02-05 4:00,3.4,,,9,5.3,,70,,85,,6.6,1.1,1010.3,,1018.9,,,
112,인천,2024-02-05 5:00,3.9,,,9,5.1,,70,,80,,6.4,0.7,1010,,1018.6,,,
112,인천,2024-02-05 6:00,4.4,,0.2,,6.6,,70,,77,,6.4,0.7,1010,,1018.6,,,
112,인천,2024-02-05 7:00,4,,,9,3.6,,20,,81,,6.6,1,1010.3,,1018.9,,,
112,인천,2024-02-05 8:00,3.4,,,9,4.7,,50,,84,,6.5,0.9,1010.8,,1019.4,,,
112,인천,2024-02-05 9:00,3.1,,1.6,,6.2,,50,,89,,6.8,1.4,1011.2,,1019.8,,,
112,인천,2024-02-05 10:00,2.8,,,9,5.9,,50,,90,,6.7,1.3,1011.1,,1019.7,,,
112,인천,2024-02-05 11:00,2.7,,,9,5.9,,50,,89,,6.6,1,1011.4,,1020,,,
112,인천,2024-02-05 12:00,2.2,,1.5,,5.4,,50,,91,,6.5,0.8,1011.6,,1020.3,,,
112,인천,2024-02-05 13:00,2.1,,,9,2.5,,50,,93,,6.6,1,1011.5,,1020.2,,,
112,인천,2024-02-05 14:00,2,,,9,4.8,,50,,93,,6.5,0.9,1011.1,,1019.8,,,
112,인천,2024-02-05 15:00,2.4,,1.8,,4.1,,50,,90,,6.5,0.9,1011.2,,1019.8,,,
