일시,기온(°C),풍속(m/s),습도(%),강풍 특보,건조 특보,폭염 특보,한파 특보
2024-02-11 0:00,-0.4,0.4,74,해당없음,해당없음,해당없음,해당없음
2024-02-11 1:00,-0.9,1.6,75,해당없음,해당없음,해당없음,해당없음
2024-02-11 2:00,-1.2,0.9,76,해당없음,해당없음,해당없음,해당없음
2024-02-11 3:00,-1.7,1.6,70,해당없음,해당없음,해당없음,해당없음
2024-02-11 4:00,-2.3,1.6,75,해당없음,해당없음,해당없음,해당없음
2024-02-11 5:00,-2.4,2.2,74,해당없음,해당없음,해당없음,해당없음
2024-02-11 6:00,-2.8,1.3,75,해당없음,해당없음,해당없음,해당없음
2024-02-11 7:00,-2.6,1.7,75,해당없음,해당없음,해당없음,해당없음
2024-02-11 8:00,-2.4,1.3,73,해당없음,해당없음,해당없음,해당없음
2024-02-11 9:00,-1.1,0.8,69,해당없음,해당없음,해당없음,해당없음
2024-02-11 10:00,0.4,0.8,65,해당없음,해당없음,해당없음,해당없음
2024-02-11 11:00,2.3,1.7,58,해당없음,해당없음,해당없음,해당없음
2024-02-11 12:00,4.0,3.0,53,해당없음,해당없음,해당없음,해당없음
2024-02-11 13:00,4.6,3.6,54,해당없음,해당없음,해당없음,해당없음
2024-02-11 14:00,5.0,4.2,57,해당없음,해당없음,해당없음,해당없음
2024-02-11 15:00,4.1,5.0,62,해당없음,해당없음,해당없음,해당없음
2024-02-11 16:00,4.2,5.0,60,해당없음,해당없음,해당없음,해당없음
2024-02-11 17:00,3.9,4.2,62,해당없음,해당없음,해당없음,해당없음
2024-02-11 18:00,3.2,2.9,67,해당없음,해당없음,해당없음,해당없음
2024-02-11 19:00,2.7,3.5,74,해당없음,해당없음,해당없음,해당없음
2024-02-11 20:00,2.4,3.8,77,해당없음,해당없음,해당없음,해당없음
2024-02-11 21:00,2.2,2.2,76,해당없음,해당없음,해당없음,해당없음
2024-02-11 22:00,2.0,2.4,77,해당없음,해당없음,해당없음,해당없음
2024-02-11 23:00,1.5,3.2,77,해당없음,해당없음,해당없음,해당없음
2024-02-12 0:00,1.0,2.4,82,해당없음,해당없음,해당없음,해당없음
2024-02-12 1:00,0.4,2.4,81,해당없음,해당없음,해당없음,해당없음
2024-02-12 2:00,-0.2,0.5,76,해당없음,해당없음,해당없음,해당없음
2024-02-12 3:00,-0.3,1.1,81,해당없음,해당없음,해당없음,해당없음
2024-02-12 4:00,-0.9,0.6,74,해당없음,해당없음,해당없음,해당없음
2024-02-12 5:00,-1.1,1.4,81,해당없음,해당없음,해당없음,해당없음
2024-02-12 6:00,-1.2,1.8,75,해당없음,해당없음,해당없음,해당없음
2024-02-12 7:00,-1.6,1.9,75,해당없음,해당없음,해당없음,해당없음
2024-02-12 8:00,-1.1,1.8,85,해당없음,해당없음,해당없음,해당없음
2024-02-12 9:00,0.8,2.2,84,해당없음,해당없음,해당없음,해당없음
2024-02-12 10:00,3.0,2.5,74,해당없음,해당없음,해당없음,해당없음
2024-02-12 11:00,4.3,4.1,62,해당없음,해당없음,해당없음,해당없음
2024-02-12 12:00,6.2,2.8,49,해당없음,해당없음,해당없음,해당없음
2024-02-12 13:00,7.0,3.6,42,해당없음,해당없음,해당없음,해당없음
2024-02-12 14:00,7.8,2.8,42,해당없음,해당없음,해당없음,해당없음
2024-02-12 15:00,8.4,2.4,44,해당없음,해당없음,해당없음,해당없음
2024-02-12 16:00,8.3,2.8,47,해당없음,해당없음,해당없음,해당없음
2024-02-12 17:00,7.3,1.9,53,해당없음,해당없음,해당없음,해당없음
2024-02-12 18:00,5.9,1.8,59,해당없음,해당없음,해당없음,해당없음
2024-02-12 19:00,5.5,2.1,62,해당없음,해당없음,해당없음,해당없음
2024-02-12 20:00,5.6,3.3,59,해당없음,해당없음,해당없음,해당없음
2024-02-12 21:00,5.7,3.9,53,해당없음,해당없음,해당없음,해당없음
2024-02-12 22:00,6.0,5.7,58,해당없음,해당없음,해당없음,해당없음
2024-02-12 23:00,6.1,4.8,63,해당없음,해당없음,해당없음,해당없음
2024-02-13 0:00,6.0,4.4,65,해당없음,해당없음,해당없음,해당없음
2024-02-13 1:00,5.9,4.5,65,해당없음,해당없음,해당없음,해당없음
2024-02-13 2:00,6.1,4.7,67,해당없음,해당없음,해당없음,해당없음
2024-02-13 3:00,6.1,4.7,69,해당없음,해당없음,해당없음,해당없음
2024-02-13 4:00,6.0,4.6,69,해당없음,해당없음,해당없음,해당없음
2024-02-13 5:00,5.9,5.4,70,해당없음,해당없음,해당없음,해당없음
2024-02-13 6:00,5.9,4.7,72,해당없음,해당없음,해당없음,해당없음
2024-02-13 7:00,5.3,4.2,73,해당없음,해당없음,해당없음,해당없음
2024-02-13 8:00,5.4,4.1,73,해당없음,해당없음,해당없음,해당없음
2024-02-13 9:00,6.5,3.4,70,해당없음,해당없음,해당없음,해당없음
2024-02-13 10:00,8.7,3.7,67,해당없음,해당없음,해당없음,해당없음
2024-02-13 11:00,10.1,4.9,64,해당없음,해당없음,해당없음,해당없음
2024-02-13 12:00,11.3,4.6,63,해당없음,해당없음,해당없음,해당없음
2024-02-13 13:00,12.5,5.0,63,해당없음,해당없음,해당없음,해당없음
2024-02-13 14:00,12.5,5.4,63,해당없음,해당없음,해당없음,해당없음
2024-02-13 15:00,12.4,6.1,64,해당없음,해당없음,해당없음,해당없음
2024-02-13 16:00,12.5,4.9,65,해당없음,해당없음,해당없음,해당없음
2024-02-13 17:00,11.7,4.3,66,해당없음,해당없음,해당없음,해당없음
2024-02-13 18:00,10.5,3.9,71,해당없음,해당없음,해당없음,해당없음
2024-02-13 19:00,10.5,2.9,74,해당없음,해당없음,해당없음,해당없음
2024-02-13 20:00,10.5,3.8,77,해당없음,해당없음,해당없음,해당없음
2024-02-13 21:00,10.4,4.2,78,해당없음,해당없음,해당없음,해당없음
2024-02-13 22:00,10.4,3.4,79,해당없음,해당없음,해당없음,해당없음
2024-02-13 23:00,10.7,3.5,77,해당없음,해당없음,해당없음,해당없음
2024-02-14 0:00,11.1,3.3,74,해당없음,해당없음,해당없음,해당없음
2024-02-14 1:00,11.2,2.6,73,해당없음,해당없음,해당없음,해당없음
2024-02-14 2:00,11.4,2.6,72,해당없음,해당없음,해당없음,해당없음
2024-02-14 3:00,11.6,3.1,70,해당없음,해당없음,해당없음,해당없음
2024-02-14 4:00,11.6,2.3,70,해당없음,해당없음,해당없음,해당없음
2024-02-14 5:00,12.0,2.7,70,해당없음,해당없음,해당없음,해당없음
2024-02-14 6:00,12.1,2.7,71,해당없음,해당없음,해당없음,해당없음
2024-02-14 7:00,12.0,2.9,73,해당없음,해당없음,해당없음,해당없음
2024-02-14 8:00,11.9,2.2,75,해당없음,해당없음,해당없음,해당없음
2024-02-14 9:00,12.5,2.4,75,해당없음,해당없음,해당없음,해당없음
2024-02-14 10:00,13.3,2.9,72,해당없음,해당없음,해당없음,해당없음
2024-02-14 11:00,13.9,2.4,70,해당없음,해당없음,해당없음,해당없음
2024-02-14 12:00,13.8,2.9,73,해당없음,해당없음,해당없음,해당없음
2024-02-14 13:00,14.0,3.1,74,해당없음,해당없음,해당없음,해당없음
2024-02-14 14:00,14.8,3.0,74,해당없음,해당없음,해당없음,해당없음
2024-02-14 15:00,13.9,3.3,79,해당없음,해당없음,해당없음,해당없음
2024-02-14 16:00,12.9,3.3,81,해당없음,해당없음,해당없음,해당없음
2024-02-14 17:00,12.6,2.1,85,해당없음,해당없음,해당없음,해당없음
2024-02-14 18:00,10.0,2.4,90,해당없음,해당없음,해당없음,해당없음
2024-02-14 19:00,10.1,0.6,92,해당없음,해당없음,해당없음,해당없음
2024-02-14 20:00,10.6,1.8,92,해당없음,해당없음,해당없음,해당없음
2024-02-14 21:00,9.9,1.1,91,해당없음,해당없음,해당없음,해당없음
2024-02-14 22:00,8.5,2.3,93,해당없음,해당없음,해당없음,해당없음
2024-02-14 23:00,8.0,3.0,96,해당없음,해당없음,해당없음,해당없음
2024-02-15 0:00,8.6,3.3,97,해당없음,해당없음,해당없음,해당없음
2024-02-15 1:00,8.5,2.4,97,해당없음,해당없음,해당없음,해당없음
2024-02-15 2:00,7.9,2.4,97,해당없음,해당없음,해당없음,해당없음
2024-02-15 3:00,7.3,1.4,97,해당없음,해당없음,해당없음,해당없음
2024-02-15 4:00,7.1,2.9,97,해당없음,해당없음,해당없음,해당없음
2024-02-15 5:00,6.6,2.3,97,해당없음,해당없음,해당없음,해당없음
2024-02-15 6:00,6.6,1.7,97,해당없음,해당없음,해당없음,해당없음
2024-02-15 7:00,6.3,2.1,97,해당없음,해당없음,해당없음,해당없음
2024-02-15 8:00,5.8,0.4,97,해당없음,해당없음,해당없음,해당없음
2024-02-15 9:00,5.8,3.5,97,해당없음,해당없음,해당없음,해당없음
2024-02-15 10:00,3.3,6.9,95,해당없음,해당없음,해당없음,해당없음
2024-02-15 11:00,3.0,6.4,95,해당없음,해당없음,해당없음,해당없음
2024-02-15 12:00,0.8,5.5,97,해당없음,해당없음,해당없음,해당없음
2024-02-15 13:00,0.7,4.3,98,해당없음,해당없음,해당없음,해당없음
2024-02-15 14:00,0.1,3.3,94,해당없음,해당없음,해당없음,해당없음
2024-02-15 15:00,2.0,5.4,82,해당없음,해당없음,해당없음,해당없음
2024-02-15 16:00,2.5,3.8,80,해당없음,해당없음,해당없음,해당없음
2024-02-15 17:00,2.4,3.6,67,해당없음,해당없음,해당없음,해당없음
2024-02-15 18:00,2.5,4.0,67,해당없음,해당없음,해당없음,해당없음
2024-02-15 19:00,2.2,5.2,67,해당없음,해당없음,해당없음,해당없음
2024-02-15 20:00,1.7,5.4,61,해당없음,해당없음,해당없음,해당없음
2024-02-15 21:00,1.5,5.0,60,해당없음,해당없음,해당없음,해당없음
2024-02-15 22:00,0.9,5.1,54,해당없음,해당없음,해당없음,해당없음
2024-02-15 23:00,0.4,4.1,51,해당없음,해당없음,해당없음,해당없음
2024-02-16 0:00,-0.1,2.8,54,해당없음,해당없음,해당없음,해당없음
2024-02-16 1:00,-0.2,2.6,54,해당없음,해당없음,해당없음,해당없음
2024-02-16 2:00,-0.5,3.3,60,해당없음,해당없음,해당없음,해당없음
2024-02-16 3:00,-1.0,1.4,63,해당없음,해당없음,해당없음,해당없음
2024-02-16 4:00,-1.2,2.7,59,해당없음,해당없음,해당없음,해당없음
2024-02-16 5:00,-1.3,2.2,59,해당없음,해당없음,해당없음,해당없음
2024-02-16 6:00,-1.3,2.4,61,해당없음,해당없음,해당없음,해당없음
2024-02-16 7:00,-1.3,1.7,66,해당없음,해당없음,해당없음,해당없음
2024-02-16 8:00,-1.1,0.9,70,해당없음,해당없음,해당없음,해당없음
2024-02-16 9:00,1.2,1.3,71,해당없음,해당없음,해당없음,해당없음
2024-02-16 10:00,2.8,2.6,67,해당없음,해당없음,해당없음,해당없음
2024-02-16 11:00,4.1,3.2,60,해당없음,해당없음,해당없음,해당없음
2024-02-16 12:00,5.1,3.0,54,해당없음,해당없음,해당없음,해당없음
2024-02-16 13:00,5.7,2.8,51,해당없음,해당없음,해당없음,해당없음
2024-02-16 14:00,4.9,3.8,52,해당없음,해당없음,해당없음,해당없음
2024-02-16 15:00,5.2,3.6,52,해당없음,해당없음,해당없음,해당없음
2024-02-16 16:00,5.8,2.5,50,해당없음,해당없음,해당없음,해당없음
2024-02-16 17:00,5.3,2.5,56,해당없음,해당없음,해당없음,해당없음
2024-02-16 18:00,3.7,3.4,60,해당없음,해당없음,해당없음,해당없음
2024-02-16 19:00,2.3,2.1,63,해당없음,해당없음,해당없음,해당없음
2024-02-16 20:00,1.6,1.5,65,해당없음,해당없음,해당없음,해당없음
2024-02-16 21:00,1.2,2.3,69,해당없음,해당없음,해당없음,해당없음
2024-02-16 22:00,0.8,0.8,71,해당없음,해당없음,해당없음,해당없음
2024-02-16 23:00,0.3,0.9,73,해당없음,해당없음,해당없음,해당없음
2024-02-17 0:00,0.1,0.6,74,해당없음,해당없음,해당없음,해당없음
2024-02-17 1:00,-0.2,1.5,77,해당없음,해당없음,해당없음,해당없음
2024-02-17 2:00,-0.1,1.4,78,해당없음,해당없음,해당없음,해당없음
2024-02-17 3:00,-0.5,1.1,79,해당없음,해당없음,해당없음,해당없음
2024-02-17 4:00,-0.4,1.5,82,해당없음,해당없음,해당없음,해당없음
2024-02-17 5:00,-0.3,1.6,81,해당없음,해당없음,해당없음,해당없음
2024-02-17 6:00,-0.4,1.2,83,해당없음,해당없음,해당없음,해당없음
2024-02-17 7:00,-0.4,1.9,84,해당없음,해당없음,해당없음,해당없음
2024-02-17 8:00,0.1,2.4,84,해당없음,해당없음,해당없음,해당없음
2024-02-17 9:00,2.5,1.8,77,해당없음,해당없음,해당없음,해당없음
2024-02-17 10:00,4.3,2.8,69,해당없음,해당없음,해당없음,해당없음
2024-02-17 11:00,5.6,4.0,65,해당없음,해당없음,해당없음,해당없음
2024-02-17 12:00,5.1,4.6,67,해당없음,해당없음,해당없음,해당없음
2024-02-17 13:00,6.2,2.5,65,해당없음,해당없음,해당없음,해당없음
2024-02-17 14:00,6.5,3.5,64,해당없음,해당없음,해당없음,해당없음
2024-02-17 15:00,7.2,2.1,63,해당없음,해당없음,해당없음,해당없음
2024-02-17 16:00,7.6,2.7,62,해당없음,해당없음,해당없음,해당없음
2024-02-17 17:00,7.2,1.8,63,해당없음,해당없음,해당없음,해당없음
2024-02-17 18:00,6.7,1.9,66,해당없음,해당없음,해당없음,해당없음
2024-02-17 19:00,6.0,2.1,69,해당없음,해당없음,해당없음,해당없음
2024-02-17 20:00,5.9,2.0,72,해당없음,해당없음,해당없음,해당없음
2024-02-17 21:00,5.8,2.3,74,해당없음,해당없음,해당없음,해당없음
2024-02-17 22:00,5.8,2.4,75,해당없음,해당없음,해당없음,해당없음
2024-02-17 23:00,5.9,1.6,75,해당없음,해당없음,해당없음,해당없음
2024-02-18 0:00,5.7,2.3,77,해당없음,해당없음,해당없음,해당없음
2024-02-18 1:00,5.5,2.3,77,해당없음,해당없음,해당없음,해당없음
2024-02-18 2:00,5.0,1.9,79,해당없음,해당없음,해당없음,해당없음
2024-02-18 3:00,5.0,2.4,78,해당없음,해당없음,해당없음,해당없음
2024-02-18 4:00,5.0,2.9,76,해당없음,해당없음,해당없음,해당없음
2024-02-18 5:00,4.7,2.9,74,해당없음,해당없음,해당없음,해당없음
2024-02-18 6:00,4.0,2.0,76,해당없음,해당없음,해당없음,해당없음
2024-02-18 7:00,3.5,1.6,79,해당없음,해당없음,해당없음,해당없음
2024-02-18 8:00,4.2,2.7,77,해당없음,해당없음,해당없음,해당없음
2024-02-18 9:00,5.3,2.4,72,해당없음,해당없음,해당없음,해당없음
2024-02-18 10:00,6.4,2.2,68,해당없음,해당없음,해당없음,해당없음
2024-02-18 11:00,6.8,1.3,66,해당없음,해당없음,해당없음,해당없음
2024-02-18 12:00,7.8,1.8,62,해당없음,해당없음,해당없음,해당없음
2024-02-18 13:00,8.4,2.0,57,해당없음,해당없음,해당없음,해당없음
2024-02-18 14:00,9.0,3.4,56,해당없음,해당없음,해당없음,해당없음
2024-02-18 15:00,8.3,2.6,83,해당없음,해당없음,해당없음,해당없음
2024-02-18 16:00,7.9,2.1,90,해당없음,해당없음,해당없음,해당없음
2024-02-18 17:00,8.0,2.9,91,해당없음,해당없음,해당없음,해당없음
2024-02-18 18:00,8.0,2.9,92,해당없음,해당없음,해당없음,해당없음
2024-02-18 19:00,8.4,3.6,93,해당없음,해당없음,해당없음,해당없음
2024-02-18 20:00,8.9,4.0,94,해당없음,해당없음,해당없음,해당없음
2024-02-18 21:00,9.5,4.0,94,해당없음,해당없음,해당없음,해당없음
2024-02-18 22:00,9.9,3.4,96,해당없음,해당없음,해당없음,해당없음
2024-02-18 23:00,10.8,5.9,97,해당없음,해당없음,해당없음,해당없음
2024-02-19 0:00,11.0,3.6,97,해당없음,해당없음,해당없음,해당없음
2024-02-19 1:00,11.0,3.2,97,해당없음,해당없음,해당없음,해당없음
2024-02-19 2:00,11.2,4.0,97,해당없음,해당없음,해당없음,해당없음
2024-02-19 3:00,11.3,3.8,98,해당없음,해당없음,해당없음,해당없음
2024-02-19 4:00,11.6,3.2,98,해당없음,해당없음,해당없음,해당없음
2024-02-19 5:00,11.6,2.6,98,해당없음,해당없음,해당없음,해당없음
2024-02-19 6:00,11.9,1.8,98,해당없음,해당없음,해당없음,해당없음
2024-02-19 7:00,11.7,2.7,98,해당없음,해당없음,해당없음,해당없음
2024-02-19 8:00,11.2,1.7,99,해당없음,해당없음,해당없음,해당없음
2024-02-19 9:00,10.1,2.5,98,해당없음,해당없음,해당없음,해당없음
2024-02-19 10:00,9.8,2.7,99,해당없음,해당없음,해당없음,해당없음
2024-02-19 11:00,9.2,1.0,98,해당없음,해당없음,해당없음,해당없음
2024-02-19 12:00,8.7,2.4,98,해당없음,해당없음,해당없음,해당없음
2024-02-19 13:00,6.7,3.1,98,해당없음,해당없음,해당없음,해당없음
2024-02-19 14:00,6.9,2.1,98,해당없음,해당없음,해당없음,해당없음
2024-02-19 15:00,6.6,3.7,98,해당없음,해당없음,해당없음,해당없음
2024-02-19 16:00,7.4,0.8,98,해당없음,해당없음,해당없음,해당없음
2024-02-19 17:00,6.2,3.0,97,해당없음,해당없음,해당없음,해당없음
2024-02-19 18:00,5.4,3.0,95,해당없음,해당없음,해당없음,해당없음
2024-02-19 19:00,5.2,2.7,95,해당없음,해당없음,해당없음,해당없음
2024-02-19 20:00,5.0,2.5,94,해당없음,해당없음,해당없음,해당없음
2024-02-19 21:00,4.0,3.9,92,해당없음,해당없음,해당없음,해당없음
2024-02-19 22:00,2.9,4.0,91,해당없음,해당없음,해당없음,해당없음
2024-02-19 23:00,3.0,3.5,91,해당없음,해당없음,해당없음,해당없음
2024-02-20 0:00,2.7,4.7,85,해당없음,해당없음,해당없음,해당없음
2024-02-20 1:00,2.5,4.2,82,해당없음,해당없음,해당없음,해당없음
2024-02-20 2:00,2.3,4.7,83,해당없음,해당없음,해당없음,해당없음
2024-02-20 3:00,2.1,1.1,86,해당없음,해당없음,해당없음,해당없음
2024-02-20 4:00,2.1,5.0,77,해당없음,해당없음,해당없음,해당없음
2024-02-20 5:00,1.5,3.0,77,해당없음,해당없음,해당없음,해당없음
2024-02-20 6:00,1.4,3.0,78,해당없음,해당없음,해당없음,해당없음
2024-02-20 7:00,1.6,1.6,80,해당없음,해당없음,해당없음,해당없음
2024-02-20 8:00,1.9,2.4,81,해당없음,해당없음,해당없음,해당없음
2024-02-20 9:00,2.3,2.8,82,해당없음,해당없음,해당없음,해당없음
2024-02-20 10:00,2.9,2.0,82,해당없음,해당없음,해당없음,해당없음
2024-02-20 11:00,3.4,3.2,83,해당없음,해당없음,해당없음,해당없음
2024-02-20 12:00,3.8,3.3,82,해당없음,해당없음,해당없음,해당없음
2024-02-20 13:00,4.5,2.1,85,해당없음,해당없음,해당없음,해당없음
2024-02-20 14:00,4.9,1.8,85,해당없음,해당없음,해당없음,해당없음
2024-02-20 15:00,5.7,3.0,85,해당없음,해당없음,해당없음,해당없음
2024-02-20 16:00,5.8,3.3,89,해당없음,해당없음,해당없음,해당없음
2024-02-20 17:00,5.9,4.0,88,해당없음,해당없음,해당없음,해당없음
2024-02-20 18:00,5.5,4.1,89,해당없음,해당없음,해당없음,해당없음
2024-02-20 19:00,4.8,5.4,89,해당없음,해당없음,해당없음,해당없음
2024-02-20 20:00,4.4,5.6,88,해당없음,해당없음,해당없음,해당없음
2024-02-20 21:00,4.3,6.0,85,해당없음,해당없음,해당없음,해당없음
2024-02-20 22:00,4.3,6.8,83,해당없음,해당없음,해당없음,해당없음
2024-02-20 23:00,4.1,5.1,84,해당없음,해당없음,해당없음,해당없음
2024-02-21 0:00,4.0,4.6,82,해당없음,해당없음,해당없음,해당없음
2024-02-21 1:00,4.1,4.3,79,해당없음,해당없음,해당없음,해당없음
2024-02-21 2:00,3.8,5.1,81,해당없음,해당없음,해당없음,해당없음
2024-02-21 3:00,3.4,5.6,84,해당없음,해당없음,해당없음,해당없음
2024-02-21 4:00,3.2,5.3,88,해당없음,해당없음,해당없음,해당없음
2024-02-21 5:00,3.0,5.2,91,해당없음,해당없음,해당없음,해당없음
2024-02-21 6:00,2.9,4.5,92,해당없음,해당없음,해당없음,해당없음
2024-02-21 7:00,2.7,5.6,93,해당없음,해당없음,해당없음,해당없음
2024-02-21 8:00,2.7,5.0,92,해당없음,해당없음,해당없음,해당없음
2024-02-21 9:00,2.7,5.0,93,해당없음,해당없음,해당없음,해당없음
2024-02-21 10:00,2.6,5.7,92,해당없음,해당없음,해당없음,해당없음
2024-02-21 11:00,2.6,5.5,94,해당없음,해당없음,해당없음,해당없음
2024-02-21 12:00,2.5,6.8,92,해당없음,해당없음,해당없음,해당없음
2024-02-21 13:00,2.4,5.4,92,해당없음,해당없음,해당없음,해당없음
2024-02-21 14:00,2.2,5.3,93,해당없음,해당없음,해당없음,해당없음
2024-02-21 15:00,2.1,5.4,92,해당없음,해당없음,해당없음,해당없음
2024-02-21 16:00,2.1,5.8,90,해당없음,해당없음,해당없음,해당없음
2024-02-21 17:00,2.0,4.8,91,해당없음,해당없음,해당없음,해당없음
2024-02-21 18:00,1.5,5.0,94,해당없음,해당없음,해당없음,해당없음
2024-02-21 19:00,1.0,4.8,95,해당없음,해당없음,해당없음,해당없음
2024-02-21 20:00,0.8,3.7,96,해당없음,해당없음,해당없음,해당없음
2024-02-21 21:00,0.7,4.2,96,해당없음,해당없음,해당없음,해당없음
2024-02-21 22:00,0.5,4.3,96,해당없음,해당없음,해당없음,해당없음
2024-02-21 23:00,0.5,4.6,97,해당없음,해당없음,해당없음,해당없음
2024-02-22 0:00,0.4,3.8,97,해당없음,해당없음,해당없음,해당없음
2024-02-22 1:00,0.2,3.0,98,해당없음,해당없음,해당없음,해당없음
2024-02-22 2:00,0.1,3.5,98,해당없음,해당없음,해당없음,해당없음
2024-02-22 3:00,0.1,3.9,98,해당없음,해당없음,해당없음,해당없음
2024-02-22 4:00,0.0,4.1,98,해당없음,해당없음,해당없음,해당없음
2024-02-22 5:00,-0.1,5.3,98,해당없음,해당없음,해당없음,해당없음
2024-02-22 6:00,-0.4,4.3,97,해당없음,해당없음,해당없음,해당없음
2024-02-22 7:00,-0.9,7.0,93,해당없음,해당없음,해당없음,해당없음
2024-02-22 8:00,-0.8,5.3,91,해당없음,해당없음,해당없음,해당없음
2024-02-22 9:00,-0.6,5.3,87,해당없음,해당없음,해당없음,해당없음
2024-02-22 10:00,-0.3,4.9,83,해당없음,해당없음,해당없음,해당없음
2024-02-22 11:00,0.0,5.3,79,해당없음,해당없음,해당없음,해당없음
2024-02-22 12:00,0.2,5.2,79,해당없음,해당없음,해당없음,해당없음
2024-02-22 13:00,0.5,5.8,79,해당없음,해당없음,해당없음,해당없음
2024-02-22 14:00,0.7,3.8,80,해당없음,해당없음,해당없음,해당없음
2024-02-22 15:00,1.0,2.6,82,해당없음,해당없음,해당없음,해당없음
2024-02-22 16:00,0.6,3.8,87,해당없음,해당없음,해당없음,해당없음
2024-02-22 17:00,0.6,4.3,88,해당없음,해당없음,해당없음,해당없음
2024-02-22 18:00,0.5,4.5,88,해당없음,해당없음,해당없음,해당없음
2024-02-22 19:00,0.5,4.3,81,해당없음,해당없음,해당없음,해당없음
2024-02-22 20:00,0.5,3.7,80,해당없음,해당없음,해당없음,해당없음
2024-02-22 21:00,0.5,3.0,81,해당없음,해당없음,해당없음,해당없음
2024-02-22 22:00,0.2,2.6,86,해당없음,해당없음,해당없음,해당없음
2024-02-22 23:00,0.0,3.9,86,해당없음,해당없음,해당없음,해당없음
2024-02-23 0:00,-0.3,4.1,87,해당없음,해당없음,해당없음,해당없음
2024-02-23 1:00,-0.2,3.5,86,해당없음,해당없음,해당없음,해당없음
2024-02-23 2:00,-0.4,4.3,89,해당없음,해당없음,해당없음,해당없음
2024-02-23 3:00,-0.6,2.8,89,해당없음,해당없음,해당없음,해당없음
2024-02-23 4:00,-0.6,3.8,89,해당없음,해당없음,해당없음,해당없음
2024-02-23 5:00,-0.7,2.6,90,해당없음,해당없음,해당없음,해당없음
2024-02-23 6:00,-1.1,3.2,89,해당없음,해당없음,해당없음,해당없음
2024-02-23 7:00,-1.1,2.5,87,해당없음,해당없음,해당없음,해당없음
2024-02-23 8:00,-0.6,3.0,84,해당없음,해당없음,해당없음,해당없음
2024-02-23 9:00,-0.1,2.9,81,해당없음,해당없음,해당없음,해당없음
2024-02-23 10:00,0.5,2.9,75,해당없음,해당없음,해당없음,해당없음
2024-02-23 11:00,1.3,4.1,69,해당없음,해당없음,해당없음,해당없음
2024-02-23 12:00,2.7,4.3,63,해당없음,해당없음,해당없음,해당없음
2024-02-23 13:00,3.4,4.9,59,해당없음,해당없음,해당없음,해당없음
2024-02-23 14:00,4.1,3.0,57,해당없음,해당없음,해당없음,해당없음
2024-02-23 15:00,4.7,3.3,54,해당없음,해당없음,해당없음,해당없음
2024-02-23 16:00,4.8,3.2,53,해당없음,해당없음,해당없음,해당없음
2024-02-23 17:00,4.9,3.6,53,해당없음,해당없음,해당없음,해당없음
2024-02-23 18:00,4.5,3.7,55,해당없음,해당없음,해당없음,해당없음
2024-02-23 19:00,4.1,2.5,60,해당없음,해당없음,해당없음,해당없음
2024-02-23 20:00,3.9,3.8,59,해당없음,해당없음,해당없음,해당없음
2024-02-23 21:00,3.2,2.6,60,해당없음,해당없음,해당없음,해당없음
2024-02-23 22:00,2.8,3.2,61,해당없음,해당없음,해당없음,해당없음
2024-02-23 23:00,1.9,4.1,63,해당없음,해당없음,해당없음,해당없음
2024-02-24 0:00,1.2,5.0,63,해당없음,해당없음,해당없음,해당없음
2024-02-24 1:00,0.9,4.0,64,해당없음,해당없음,해당없음,해당없음
2024-02-24 2:00,0.5,3.1,67,해당없음,해당없음,해당없음,해당없음
2024-02-24 3:00,0.5,3.8,65,해당없음,해당없음,해당없음,해당없음
2024-02-24 4:00,0.3,3.2,66,해당없음,해당없음,해당없음,해당없음
2024-02-24 5:00,0.2,3.9,65,해당없음,해당없음,해당없음,해당없음
2024-02-24 6:00,-0.1,4.0,66,해당없음,해당없음,해당없음,해당없음
2024-02-24 7:00,-0.2,4.2,66,해당없음,해당없음,해당없음,해당없음
2024-02-24 8:00,-0.2,4.3,64,해당없음,해당없음,해당없음,해당없음
2024-02-24 9:00,0.6,3.3,61,해당없음,해당없음,해당없음,해당없음
2024-02-24 10:00,1.2,4.6,56,해당없음,해당없음,해당없음,해당없음
2024-02-24 11:00,2.4,3.0,56,해당없음,해당없음,해당없음,해당없음
2024-02-24 12:00,3.6,3.9,52,해당없음,해당없음,해당없음,해당없음
2024-02-24 13:00,4.5,3.6,53,해당없음,해당없음,해당없음,해당없음
2024-02-24 14:00,5.6,2.9,51,해당없음,해당없음,해당없음,해당없음
2024-02-24 15:00,5.8,2.6,49,해당없음,해당없음,해당없음,해당없음
2024-02-24 16:00,5.3,3.4,49,해당없음,해당없음,해당없음,해당없음
2024-02-24 17:00,5.1,2.1,52,해당없음,해당없음,해당없음,해당없음
2024-02-24 18:00,4.1,3.1,63,해당없음,해당없음,해당없음,해당없음
2024-02-24 19:00,2.8,2.4,80,해당없음,해당없음,해당없음,해당없음
2024-02-24 20:00,2.4,2.3,85,해당없음,해당없음,해당없음,해당없음
2024-02-24 21:00,2.1,2.6,87,해당없음,해당없음,해당없음,해당없음
2024-02-24 22:00,1.9,3.8,87,해당없음,해당없음,해당없음,해당없음
2024-02-24 23:00,1.7,2.0,89,해당없음,해당없음,해당없음,해당없음
2024-02-25 0:00,1.5,2.6,90,해당없음,해당없음,해당없음,해당없음
2024-02-25 1:00,1.5,1.8,91,해당없음,해당없음,해당없음,해당없음
2024-02-25 2:00,1.5,2.0,91,해당없음,해당없음,해당없음,해당없음
